case_id,court_id,judge_id,case_type_id,filing_date,resolution_date,case_status,duration_days,hearings_count
10927,34,54,3,2023-12-06,2024-07-26,Resolved,233.0,1
10928,29,37,5,2023-09-29,,Pending,,7
10929,41,72,5,2024-11-06,2025-05-12,Resolved,187.0,5
10930,22,85,4,2021-07-13,2021-09-22,Resolved,71.0,6
10931,16,8,3,2025-05-02,2025-11-15,Resolved,197.0,1
10932,16,58,1,2023-06-14,2023-08-09,Resolved,56.0,4
10933,44,33,3,2023-01-31,2023-09-21,Resolved,233.0,7
10934,6,14,3,2024-02-02,2024-04-23,Resolved,81.0,5
10935,24,37,5,2024-04-20,,Pending,,6
10936,47,84,4,2024-03-11,,Pending,,6
10937,3,84,4,2024-11-14,2025-04-08,Archived,145.0,2
10938,47,28,4,2021-12-09,,Pending,,3
10939,6,22,1,2021-07-12,2021-12-12,Resolved,153.0,6
10940,35,59,1,2023-11-25,2024-06-23,Resolved,211.0,3
10941,32,16,1,2021-04-14,,Pending,,3
10942,42,4,4,2025-05-03,2025-11-09,Resolved,190.0,2
10943,26,20,5,2022-04-30,2022-09-12,Resolved,135.0,5
10944,25,28,5,2025-04-17,,Pending,,3
10945,19,20,3,2024-05-21,,Pending,,5
10946,44,44,3,2021-05-18,2021-09-10,Resolved,115.0,7
10947,1,9,3,2023-02-08,2023-05-26,Resolved,107.0,4
10948,4,64,2,2021-11-13,2022-01-02,Resolved,50.0,2
10949,6,33,4,2024-04-06,2024-06-17,Resolved,72.0,5
10950,28,28,4,2021-12-20,,Pending,,5
10951,42,34,3,2022-07-20,2022-12-10,Resolved,143.0,4
10952,48,11,5,2025-12-12,2026-05-06,Resolved,145.0,2
10953,23,48,5,2021-04-20,,Pending,,5
10954,24,47,1,2023-11-19,2024-05-27,Resolved,190.0,5
10955,41,47,4,2025-01-19,,Pending,,1
10956,13,13,5,2021-11-29,2022-05-09,Resolved,161.0,2
10957,13,34,5,2021-12-30,2022-02-25,Resolved,57.0,1
10958,4,8,3,2024-06-13,2024-09-29,Resolved,108.0,4
10959,33,66,3,2021-09-19,2022-03-18,Resolved,180.0,1
10960,44,77,2,2025-09-14,2025-10-18,Archived,34.0,4
10961,9,23,5,2021-10-05,,Pending,,3
10962,45,2,2,2021-11-15,2022-04-07,Resolved,143.0,3
10963,40,8,4,2021-07-01,2021-10-27,Resolved,118.0,2
10964,48,35,3,2023-09-25,2023-12-12,Archived,78.0,3
10965,37,6,3,2024-09-03,2025-02-05,Resolved,155.0,3
10966,47,26,5,2021-09-27,2022-03-12,Archived,166.0,1
10967,17,59,5,2025-10-28,2026-02-12,Resolved,107.0,5
10968,22,49,2,2021-08-13,2022-01-16,Resolved,156.0,5
10969,8,14,5,2023-01-08,2023-06-15,Resolved,158.0,1
10970,34,64,3,2024-12-26,2025-04-14,Resolved,109.0,2
10971,39,20,4,2021-01-21,,Pending,,4
10972,21,11,1,2025-02-15,2025-05-10,Resolved,84.0,2
10973,12,20,3,2021-01-27,2021-06-02,Resolved,126.0,3
10974,7,86,2,2024-07-22,2024-11-05,Resolved,106.0,2
10975,16,95,3,2021-04-14,2021-06-09,Resolved,56.0,3
10976,7,28,5,2025-01-03,,Pending,,2
10977,29,23,3,2022-03-25,,Pending,,3
10978,46,79,2,2021-09-25,,Pending,,7
10979,1,3,5,2023-10-17,2023-12-15,Resolved,59.0,6
10980,7,1,4,2021-09-18,,Pending,,1
10981,11,51,1,2021-07-31,2021-11-18,Resolved,110.0,2
10982,17,9,3,2025-01-10,2025-04-22,Resolved,102.0,2
10983,11,75,1,2025-05-10,,Pending,,8
10984,9,56,4,2023-10-28,2024-01-05,Resolved,69.0,2
10985,26,77,3,2022-11-19,,Pending,,4
10986,13,99,2,2023-04-14,2023-05-17,Resolved,33.0,5
10987,46,14,2,2022-02-08,2022-07-25,Resolved,167.0,3
10988,30,55,4,2025-08-17,2025-12-12,Resolved,117.0,4
10989,17,65,3,2025-01-04,,Pending,,2
10990,25,46,3,2022-04-18,2022-08-28,Archived,132.0,3
10991,34,85,5,2023-06-21,2023-08-30,Resolved,70.0,2
10992,15,8,3,2022-12-30,2023-06-15,Resolved,167.0,4
10993,41,19,4,2024-04-12,2024-09-20,Resolved,161.0,1
10994,41,40,4,2024-01-06,2024-05-10,Resolved,125.0,3
10995,26,51,4,2025-04-22,2025-09-18,Resolved,149.0,4
10996,25,78,1,2021-02-16,,Pending,,3
10997,16,95,5,2024-05-10,2024-08-12,Resolved,94.0,5
10998,31,5,2,2024-10-30,,Pending,,4
10999,46,89,5,2024-11-05,2025-03-08,Archived,123.0,3
11000,14,52,1,2021-06-01,2021-09-01,Resolved,92.0,5
11001,15,87,3,2023-02-14,,Pending,,3
11002,47,90,3,2021-03-25,,Pending,,2
11003,45,71,5,2021-11-22,2022-04-16,Resolved,145.0,4
11004,31,99,1,2023-12-24,2024-02-24,Resolved,62.0,6
11005,7,17,1,2025-05-28,2025-08-23,Resolved,87.0,3
11006,6,41,4,2022-05-23,,Pending,,4
11007,14,22,5,2025-02-28,2025-06-13,Resolved,105.0,3
11008,47,55,5,2022-07-20,2023-03-12,Resolved,235.0,5
11009,36,86,4,2023-03-04,2023-09-01,Resolved,181.0,4
11010,41,87,4,2021-11-05,2022-03-04,Resolved,119.0,2
11011,19,96,2,2025-06-30,,Pending,,6
11012,39,30,3,2021-08-31,2022-03-10,Resolved,191.0,3
11013,17,80,2,2021-01-29,2021-04-10,Resolved,71.0,3
11014,49,97,2,2023-01-22,2023-06-22,Resolved,151.0,7
11015,25,62,2,2025-12-18,2026-04-04,Resolved,107.0,2
11016,26,11,4,2025-09-19,2026-01-27,Resolved,130.0,3
11017,26,46,4,2023-03-17,2023-07-08,Resolved,113.0,5
11018,3,97,5,2025-03-23,,Pending,,3
11019,34,60,4,2021-03-25,2021-10-07,Resolved,196.0,4
11020,35,74,1,2024-12-05,2025-04-21,Resolved,137.0,1
11021,15,52,1,2021-11-10,2022-03-28,Resolved,138.0,6
11022,5,9,3,2023-11-15,,Pending,,4
11023,25,24,4,2023-01-12,2023-06-16,Resolved,155.0,4
11024,33,35,4,2022-09-13,2023-02-12,Resolved,152.0,6
11025,14,1,5,2025-05-14,,Pending,,3
11026,32,30,2,2022-06-06,2022-08-18,Resolved,73.0,5
11027,44,54,4,2021-03-16,2021-07-27,Resolved,133.0,2
11028,29,32,4,2023-06-03,2023-09-08,Resolved,97.0,6
11029,47,21,1,2022-02-07,,Pending,,2
11030,8,63,1,2024-05-23,,Pending,,5
11031,25,60,2,2025-01-08,2025-01-18,Resolved,10.0,6
11032,19,67,4,2023-05-04,2023-10-28,Resolved,177.0,4
11033,12,26,3,2022-09-12,2022-09-13,Resolved,1.0,3
11034,26,8,1,2023-02-11,2023-06-03,Resolved,112.0,5
11035,20,78,1,2022-01-24,2022-06-14,Resolved,141.0,6
11036,50,89,5,2021-12-12,2022-02-14,Resolved,64.0,3
11037,6,98,3,2023-06-08,,Pending,,7
11038,26,14,3,2021-08-29,2022-02-13,Resolved,168.0,1
11039,2,91,2,2021-10-28,2022-05-10,Resolved,194.0,4
11040,25,81,1,2025-05-29,2025-07-24,Resolved,56.0,8
11041,44,98,3,2021-10-09,2022-03-07,Archived,149.0,6
11042,44,2,2,2025-02-22,2025-06-03,Resolved,101.0,10
11043,42,62,3,2024-09-02,2025-02-09,Resolved,160.0,2
11044,3,9,5,2022-10-19,2023-04-08,Resolved,171.0,1
11045,47,27,5,2021-11-06,2022-01-30,Resolved,85.0,2
11046,42,59,5,2023-11-21,,Pending,,6
11047,8,35,5,2024-07-27,,Pending,,2
11048,44,15,2,2021-03-22,2021-12-27,Resolved,280.0,5
11049,40,26,5,2023-10-07,2024-03-17,Archived,162.0,5
11050,37,64,1,2024-05-01,2024-08-29,Archived,120.0,1
11051,16,36,3,2024-06-19,2024-09-20,Resolved,93.0,2
11052,24,50,4,2024-06-29,2024-08-23,Archived,55.0,6
11053,25,65,5,2021-10-30,2022-05-08,Resolved,190.0,7
11054,35,94,3,2025-01-23,2025-08-15,Resolved,204.0,5
11055,45,99,5,2025-08-08,,Pending,,3
11056,39,12,4,2024-09-09,2025-03-16,Resolved,188.0,3
11057,34,82,5,2024-10-30,2024-12-03,Resolved,34.0,2
11058,18,61,5,2022-03-28,2022-07-07,Resolved,101.0,4
11059,37,68,5,2022-11-25,,Pending,,3
11060,29,99,1,2025-12-23,2026-05-16,Resolved,144.0,5
11061,16,6,3,2022-07-31,2022-11-29,Archived,121.0,1
11062,18,73,5,2022-01-18,,Pending,,3
11063,12,58,4,2024-09-27,2025-02-21,Resolved,147.0,7
11064,29,74,1,2023-12-25,2024-05-05,Resolved,132.0,4
11065,28,4,3,2022-05-18,2022-12-07,Resolved,203.0,1
11066,49,58,4,2022-02-19,2022-08-20,Archived,182.0,3
11067,22,69,2,2021-03-13,,Pending,,3
11068,42,93,1,2022-05-09,2022-10-11,Resolved,155.0,1
11069,27,38,2,2024-12-17,,Pending,,2
11070,22,88,4,2025-10-04,,Pending,,6
11071,7,96,1,2023-10-20,2023-12-30,Resolved,71.0,7
11072,28,87,5,2023-02-05,2023-06-23,Archived,138.0,3
11073,8,96,4,2022-07-01,2022-07-20,Resolved,19.0,3
11074,35,57,4,2023-08-15,,Pending,,1
11075,23,30,5,2023-03-11,2023-07-12,Archived,123.0,2
11076,47,44,1,2024-02-29,,Pending,,5
11077,33,74,4,2023-10-20,2024-04-11,Resolved,174.0,5
11078,47,41,4,2023-07-18,2023-12-08,Resolved,143.0,5
11079,45,90,2,2024-12-29,,Pending,,1
11080,13,88,5,2025-06-22,2025-12-03,Archived,164.0,1
11081,27,77,5,2025-01-18,,Pending,,4
11082,44,59,5,2024-07-25,2024-10-04,Resolved,71.0,4
11083,40,41,4,2022-02-13,2022-06-07,Resolved,114.0,1
11084,34,90,2,2022-05-07,2022-10-11,Resolved,157.0,4
11085,7,11,5,2024-03-01,2024-07-30,Resolved,151.0,3
11086,35,16,5,2025-10-22,2026-03-14,Resolved,143.0,2
11087,10,51,5,2023-03-03,2023-03-28,Archived,25.0,6
11088,28,80,4,2024-05-02,,Pending,,4
11089,35,47,2,2023-02-22,2023-07-24,Archived,152.0,2
11090,44,56,5,2021-05-11,2021-11-06,Resolved,179.0,4
11091,31,75,1,2022-07-29,2022-12-29,Resolved,153.0,3
11092,4,5,5,2021-12-29,2022-04-19,Resolved,111.0,7
11093,42,6,1,2023-01-28,2023-01-29,Resolved,1.0,6
11094,34,73,5,2024-11-29,2025-04-21,Archived,143.0,4
11095,8,29,2,2024-03-18,2024-07-29,Resolved,133.0,4
11096,43,56,5,2025-09-14,2026-02-03,Archived,142.0,6
11097,50,98,2,2022-09-20,2023-01-30,Resolved,132.0,5
11098,35,60,3,2025-07-27,2025-11-29,Resolved,125.0,2
11099,11,11,4,2025-04-07,2025-10-11,Resolved,187.0,1
11100,48,24,2,2021-10-20,2021-12-16,Resolved,57.0,3
11101,7,46,5,2023-01-31,2023-06-29,Resolved,149.0,4
11102,26,86,3,2023-03-25,2023-08-20,Resolved,148.0,6
11103,35,85,4,2023-07-04,2023-10-21,Resolved,109.0,6
11104,41,36,1,2025-10-14,2025-11-30,Archived,47.0,2
11105,10,39,2,2021-01-28,2021-08-03,Resolved,187.0,3
11106,48,59,5,2022-07-20,2023-05-07,Resolved,291.0,2
11107,18,35,1,2023-01-24,,Pending,,2
11108,20,98,5,2024-04-20,2024-07-21,Archived,92.0,5
11109,22,57,4,2022-06-29,2022-10-12,Resolved,105.0,5
11110,23,32,1,2021-09-08,2022-05-11,Archived,245.0,2
11111,28,54,2,2022-08-09,2023-02-18,Resolved,193.0,6
11112,17,79,5,2024-09-29,2025-05-31,Archived,244.0,4
11113,37,71,4,2024-08-25,2025-01-15,Resolved,143.0,5
11114,26,97,5,2022-02-05,2022-04-23,Resolved,77.0,2
11115,16,77,2,2021-11-19,2022-06-19,Archived,212.0,1
11116,2,9,5,2025-07-31,2025-12-24,Resolved,146.0,2
11117,50,57,2,2025-05-10,2025-10-08,Resolved,151.0,3
11118,42,92,1,2022-09-25,2023-01-30,Resolved,127.0,2
11119,16,54,5,2025-07-17,2025-12-05,Resolved,141.0,3
11120,19,64,4,2024-03-06,2024-07-26,Resolved,142.0,6
11121,27,81,4,2024-09-09,,Pending,,6
11122,32,17,3,2022-04-08,2022-05-06,Resolved,28.0,3
11123,39,3,4,2024-10-26,2025-03-04,Archived,129.0,6
11124,40,74,3,2021-03-03,2021-09-21,Resolved,202.0,3
11125,23,91,3,2024-11-06,,Pending,,5
11126,2,48,4,2023-10-13,2024-02-21,Archived,131.0,5
11127,18,40,5,2025-08-11,2026-04-03,Resolved,235.0,4
11128,21,93,5,2021-12-09,2022-01-04,Resolved,26.0,1
11129,20,82,5,2021-09-04,2022-03-13,Resolved,190.0,1
11130,46,3,2,2025-02-03,2025-06-19,Resolved,136.0,8
11131,31,43,5,2021-07-09,2021-07-10,Archived,1.0,5
11132,16,18,5,2024-02-15,2024-06-14,Resolved,120.0,4
11133,8,22,4,2021-11-17,2022-05-06,Resolved,170.0,4
11134,37,89,5,2025-07-29,2025-10-28,Archived,91.0,6
11135,32,79,4,2022-07-27,,Pending,,4
11136,21,6,3,2021-12-27,2022-04-02,Resolved,96.0,5
11137,45,50,4,2023-11-02,,Pending,,2
11138,27,43,1,2022-06-16,2022-08-07,Resolved,52.0,5
11139,32,55,4,2024-10-25,,Pending,,2
11140,47,12,5,2024-10-22,2025-04-21,Resolved,181.0,1
11141,21,63,3,2021-08-19,2021-11-24,Resolved,97.0,5
11142,30,38,5,2024-08-09,2024-10-13,Archived,65.0,4
11143,42,42,5,2025-11-17,2026-06-13,Resolved,208.0,2
11144,23,63,2,2025-07-29,,Pending,,4
11145,48,19,2,2024-11-17,2025-05-28,Resolved,192.0,2
11146,29,71,5,2025-06-20,2025-10-05,Resolved,107.0,2
11147,17,17,2,2025-02-28,,Pending,,5
11148,27,41,2,2022-04-01,2022-07-08,Archived,98.0,6
11149,17,54,3,2023-08-06,2023-09-01,Resolved,26.0,3
11150,11,25,3,2024-03-28,2024-09-09,Resolved,165.0,2
11151,20,63,2,2024-10-28,2025-04-01,Resolved,155.0,3
11152,23,37,5,2022-01-21,2022-07-12,Resolved,172.0,1
11153,29,5,1,2021-01-07,2021-04-18,Resolved,101.0,7
11154,10,85,2,2021-05-07,2021-09-06,Resolved,122.0,1
11155,3,24,1,2021-04-06,2021-09-03,Archived,150.0,4
11156,41,7,5,2024-07-12,,Pending,,3
11157,30,74,2,2025-07-28,2025-11-05,Resolved,100.0,8
11158,48,95,5,2023-06-19,2023-12-09,Archived,173.0,6
11159,7,13,1,2021-05-09,2021-05-10,Resolved,1.0,1
11160,31,10,3,2023-01-23,2023-06-01,Resolved,129.0,8
11161,31,69,1,2023-11-30,,Pending,,5
11162,32,23,1,2021-04-04,2021-09-29,Resolved,178.0,4
11163,3,46,3,2021-11-08,2022-02-28,Resolved,112.0,9
11164,36,14,3,2024-10-29,2025-01-17,Resolved,80.0,1
11165,25,91,1,2021-09-20,2022-01-02,Resolved,104.0,5
11166,12,53,2,2022-01-17,2022-08-11,Resolved,206.0,3
11167,4,78,4,2024-09-18,,Pending,,1
11168,34,34,3,2022-02-04,2022-09-04,Resolved,212.0,4
11169,17,83,1,2021-02-24,2021-03-12,Resolved,16.0,8
11170,11,61,4,2022-04-10,2022-07-10,Archived,91.0,2
11171,21,75,3,2024-11-18,,Pending,,2
11172,31,61,1,2025-04-25,2025-05-16,Archived,21.0,5
11173,44,24,3,2025-04-12,2025-09-21,Resolved,162.0,2
11174,49,11,4,2025-07-09,2025-09-20,Resolved,73.0,2
11175,27,1,4,2021-06-27,2021-06-28,Resolved,1.0,2
11176,46,41,1,2021-12-03,2022-04-21,Archived,139.0,3
11177,3,98,1,2022-02-11,2022-08-09,Resolved,179.0,5
11178,49,10,4,2023-02-14,2023-07-23,Resolved,159.0,1
11179,27,65,3,2022-12-20,,Pending,,6
11180,21,59,4,2023-11-28,,Pending,,3
11181,20,68,4,2021-12-27,2022-06-07,Archived,162.0,1
11182,24,24,3,2021-02-24,2021-02-25,Resolved,1.0,3
11183,11,26,1,2022-01-17,2022-05-25,Resolved,128.0,6
11184,47,20,4,2024-07-16,,Pending,,11
11185,15,25,1,2025-05-25,2025-07-08,Resolved,44.0,4
11186,40,40,1,2021-09-19,,Pending,,3
11187,3,62,5,2024-06-14,2024-09-27,Resolved,105.0,5
11188,26,15,2,2025-10-27,,Pending,,3
11189,47,76,2,2022-03-13,2022-07-05,Archived,114.0,5
11190,1,21,4,2021-10-31,2022-02-09,Resolved,101.0,1
11191,45,31,4,2024-08-03,,Pending,,4
11192,42,93,3,2025-07-27,2025-11-01,Resolved,97.0,5
11193,33,83,5,2024-12-03,2025-05-26,Resolved,174.0,4
11194,24,43,1,2023-12-06,2024-05-21,Resolved,167.0,1
11195,22,37,3,2021-12-23,2022-03-08,Resolved,75.0,3
11196,36,69,1,2023-01-15,,Pending,,4
11197,31,24,2,2024-11-16,,Pending,,3
11198,3,33,1,2025-05-20,,Pending,,3
11199,28,57,4,2025-05-21,2025-09-29,Resolved,131.0,4
11200,2,62,2,2021-09-22,2022-04-19,Resolved,209.0,5
11201,26,93,1,2023-05-25,2023-12-01,Resolved,190.0,3
11202,25,26,4,2022-12-18,2023-03-09,Archived,81.0,2
11203,50,86,2,2023-08-20,2023-12-11,Resolved,113.0,5
11204,28,60,5,2021-04-11,2021-07-30,Resolved,110.0,1
11205,49,98,5,2023-07-30,2023-11-20,Resolved,113.0,6
11206,22,11,4,2022-01-19,2022-01-26,Resolved,7.0,1
11207,11,58,3,2023-10-17,,Pending,,2
11208,44,95,2,2021-09-05,,Pending,,2
11209,18,52,5,2025-07-11,2025-10-21,Resolved,102.0,6
11210,12,64,2,2025-10-15,2026-06-07,Resolved,235.0,5
11211,1,21,1,2021-03-21,2021-09-27,Resolved,190.0,2
11212,22,63,1,2023-10-04,2024-04-25,Resolved,204.0,5
11213,8,55,3,2023-03-23,2023-07-09,Resolved,108.0,3
11214,46,80,2,2024-08-13,,Pending,,3
11215,32,79,1,2025-08-14,2025-10-20,Archived,67.0,3
11216,7,69,2,2022-04-01,,Pending,,3
11217,45,25,5,2024-02-18,,Pending,,4
11218,32,85,1,2024-07-18,2024-11-27,Archived,132.0,1
11219,31,50,2,2024-12-17,2025-08-19,Resolved,245.0,5
11220,23,13,5,2025-10-26,2025-12-16,Resolved,51.0,4
11221,44,89,4,2025-06-14,,Pending,,1
11222,8,70,3,2023-06-10,2023-10-03,Archived,115.0,6
11223,33,78,4,2025-04-10,2025-07-06,Resolved,87.0,3
11224,6,77,3,2025-10-27,2025-12-13,Resolved,47.0,2
11225,20,35,3,2023-04-05,2023-11-07,Resolved,216.0,1
11226,21,25,5,2022-10-27,2023-02-27,Resolved,123.0,4
11227,36,22,5,2022-06-22,2023-01-15,Resolved,207.0,6
11228,41,30,3,2022-03-06,2022-05-05,Archived,60.0,3
11229,2,54,1,2022-03-20,2022-03-21,Archived,1.0,4
11230,30,67,5,2021-11-09,2022-03-01,Resolved,112.0,4
11231,31,42,2,2021-11-27,2022-05-28,Archived,182.0,1
11232,11,64,1,2023-11-08,2023-11-13,Resolved,5.0,1
11233,35,4,3,2021-08-06,,Pending,,6
11234,26,64,1,2022-08-22,2023-02-19,Resolved,181.0,2
11235,35,45,2,2021-11-12,2022-06-14,Resolved,214.0,4
11236,38,91,3,2024-10-04,,Pending,,5
11237,16,37,2,2024-03-05,2024-06-03,Resolved,90.0,2
11238,33,13,5,2025-07-29,,Pending,,3
11239,27,63,5,2024-11-04,2024-11-05,Resolved,1.0,1
11240,34,22,5,2022-01-13,2022-03-17,Resolved,63.0,4
11241,2,15,3,2022-12-26,2023-04-22,Resolved,117.0,3
11242,50,89,3,2023-02-12,2023-06-03,Resolved,111.0,1
11243,38,80,1,2025-12-25,2025-12-26,Resolved,1.0,7
11244,32,60,2,2022-11-23,2023-03-19,Resolved,116.0,2
11245,18,59,4,2024-09-05,2025-02-11,Resolved,159.0,5
11246,2,15,3,2023-03-09,2023-06-22,Resolved,105.0,2
11247,12,75,1,2024-07-25,,Pending,,6
11248,21,92,3,2023-09-08,,Pending,,4
11249,4,18,1,2022-05-17,2022-09-19,Resolved,125.0,6
11250,40,46,5,2024-08-19,2024-10-25,Resolved,67.0,5
11251,14,60,2,2021-04-24,2021-08-07,Resolved,105.0,4
11252,14,21,4,2024-11-01,,Pending,,2
11253,35,56,5,2022-07-19,2022-12-18,Resolved,152.0,3
11254,46,75,2,2022-04-29,2022-11-07,Resolved,192.0,5
11255,4,51,4,2024-10-02,2025-02-04,Resolved,125.0,2
11256,25,74,2,2025-10-21,2026-04-28,Resolved,189.0,3
11257,15,6,5,2022-09-17,,Pending,,4
11258,39,8,4,2024-08-30,2025-02-27,Resolved,181.0,3
11259,19,61,2,2021-11-01,2022-03-28,Resolved,147.0,10
11260,39,35,1,2024-09-13,2024-11-22,Resolved,70.0,4
11261,21,100,4,2025-05-06,2025-06-30,Resolved,55.0,2
11262,30,63,4,2023-04-02,,Pending,,4
11263,20,66,1,2023-11-08,,Pending,,5
11264,33,98,4,2024-09-21,2025-04-27,Resolved,218.0,2
11265,4,84,2,2024-03-15,,Pending,,7
11266,38,39,5,2023-08-28,,Pending,,4
11267,40,67,3,2023-03-02,2023-07-30,Resolved,150.0,2
11268,25,59,5,2025-02-05,2025-07-15,Resolved,160.0,1
11269,19,61,4,2023-09-03,2024-02-21,Resolved,171.0,3
11270,47,72,1,2022-10-15,2022-12-29,Resolved,75.0,3
11271,18,21,4,2021-05-29,,Pending,,7
11272,10,96,1,2024-07-06,,Pending,,5
11273,38,12,4,2023-01-25,2023-06-06,Resolved,132.0,5
11274,12,42,3,2025-01-15,2025-05-18,Resolved,123.0,3
11275,15,1,1,2021-06-08,2022-01-30,Resolved,236.0,2
11276,17,34,2,2024-10-10,2025-02-09,Resolved,122.0,2
11277,8,7,5,2023-05-28,2023-05-29,Resolved,1.0,4
11278,19,41,4,2024-03-12,2024-05-13,Archived,62.0,7
11279,14,4,5,2021-07-07,2021-10-08,Resolved,93.0,5
11280,46,18,1,2023-02-09,2023-07-15,Resolved,156.0,2
11281,20,19,5,2022-03-10,2022-07-26,Resolved,138.0,2
11282,20,84,3,2023-07-13,2023-09-09,Resolved,58.0,4
11283,12,58,4,2023-01-03,,Pending,,2
11284,48,89,2,2021-05-04,2021-08-15,Resolved,103.0,8
11285,9,82,5,2021-01-02,,Pending,,2
11286,40,84,5,2021-02-07,2021-08-31,Resolved,205.0,5
11287,46,34,3,2023-06-10,2023-09-09,Archived,91.0,7
11288,31,49,2,2024-09-27,2025-02-26,Resolved,152.0,6
11289,7,74,5,2024-06-29,,Pending,,1
11290,48,15,1,2023-10-14,2024-02-26,Resolved,135.0,1
11291,4,88,5,2025-02-01,,Pending,,7
11292,5,48,4,2021-11-03,2021-11-04,Resolved,1.0,3
11293,7,12,3,2022-02-18,2022-07-04,Resolved,136.0,1
11294,18,69,5,2025-03-20,,Pending,,6
11295,1,100,3,2024-06-24,2024-09-29,Resolved,97.0,4
11296,5,66,2,2023-12-26,2024-03-06,Resolved,71.0,2
11297,7,95,2,2023-07-19,2023-08-05,Resolved,17.0,1
11298,32,9,4,2024-03-05,2024-07-12,Archived,129.0,5
11299,8,87,5,2023-08-30,2023-11-30,Resolved,92.0,2
11300,14,62,4,2021-12-04,2022-04-07,Resolved,124.0,1
11301,8,31,2,2023-09-18,2023-10-05,Resolved,17.0,8
11302,8,44,1,2025-06-23,2025-11-27,Resolved,157.0,4
11303,34,30,5,2025-04-27,2025-10-23,Resolved,179.0,4
11304,17,78,5,2023-06-16,,Pending,,9
11305,42,19,4,2024-10-14,,Pending,,3
11306,42,87,3,2023-08-01,2023-10-20,Archived,80.0,5
11307,28,10,1,2024-11-25,2025-03-29,Resolved,124.0,1
11308,44,27,1,2023-12-23,2024-03-17,Resolved,85.0,4
11309,2,15,4,2023-09-01,2023-11-22,Resolved,82.0,4
11310,29,90,3,2023-05-11,2023-08-15,Resolved,96.0,4
11311,50,35,3,2025-09-18,2026-03-10,Resolved,173.0,2
11312,18,42,4,2022-03-02,2022-08-23,Archived,174.0,5
11313,3,95,1,2024-11-03,2025-03-04,Resolved,121.0,5
11314,41,12,3,2024-12-01,,Pending,,1
11315,33,35,3,2022-02-20,2022-06-12,Resolved,112.0,6
11316,14,48,3,2021-07-07,2021-07-08,Resolved,1.0,7
11317,25,86,2,2023-02-22,2023-03-02,Resolved,8.0,1
11318,29,72,5,2022-01-21,2022-05-10,Resolved,109.0,3
11319,39,34,4,2023-11-16,,Pending,,1
11320,34,81,4,2025-05-28,2025-10-20,Resolved,145.0,1
11321,46,43,3,2022-11-17,2023-06-04,Resolved,199.0,2
11322,7,91,3,2021-09-13,2022-01-13,Resolved,122.0,2
11323,26,1,1,2021-11-21,2021-12-18,Resolved,27.0,5
11324,16,96,4,2021-05-22,2021-12-05,Resolved,197.0,3
11325,5,70,4,2021-02-18,,Pending,,3
11326,7,66,1,2023-09-23,,Pending,,6
11327,8,86,2,2022-07-12,2022-12-21,Archived,162.0,4
11328,40,61,4,2024-02-28,2024-02-29,Resolved,1.0,5
11329,31,69,4,2025-06-26,2025-10-07,Archived,103.0,3
11330,5,63,5,2023-09-10,2024-02-17,Resolved,160.0,6
11331,36,84,2,2021-04-13,2021-11-02,Resolved,203.0,3
11332,10,81,4,2023-05-12,2023-10-13,Archived,154.0,4
11333,38,7,5,2023-08-09,2024-02-20,Resolved,195.0,4
11334,35,64,1,2022-09-26,2022-12-09,Resolved,74.0,5
11335,1,20,4,2025-04-11,2025-08-19,Resolved,130.0,4
11336,47,69,5,2023-04-02,2023-04-03,Resolved,1.0,3
11337,42,28,4,2023-07-07,2023-09-25,Resolved,80.0,2
11338,34,80,2,2022-09-26,,Pending,,1
11339,3,8,2,2021-07-02,2022-02-01,Resolved,214.0,6
11340,48,69,5,2022-02-17,2022-06-06,Resolved,109.0,2
11341,10,38,5,2022-12-13,2023-06-07,Resolved,176.0,6
11342,39,46,4,2021-03-11,2021-04-26,Resolved,46.0,3
11343,36,30,2,2022-11-09,2023-04-22,Resolved,164.0,2
11344,5,41,2,2023-04-13,2023-09-24,Resolved,164.0,3
11345,7,81,5,2022-10-07,,Pending,,6
11346,12,17,4,2023-08-22,2024-01-03,Resolved,134.0,3
11347,33,49,2,2024-04-20,,Pending,,5
11348,18,87,4,2022-07-12,2022-09-11,Resolved,61.0,3
11349,37,47,4,2024-06-16,2024-11-16,Resolved,153.0,4
11350,31,12,2,2023-08-10,2023-11-20,Resolved,102.0,2
11351,45,17,5,2021-08-14,,Pending,,3
11352,25,97,2,2024-03-04,,Pending,,4
11353,10,71,4,2021-10-09,2022-02-22,Resolved,136.0,3
11354,48,98,3,2023-02-18,2023-07-18,Resolved,150.0,5
11355,49,59,3,2022-02-26,2022-05-10,Resolved,73.0,4
11356,24,34,2,2023-01-30,2023-05-17,Resolved,107.0,7
11357,39,18,5,2025-01-12,2025-04-05,Resolved,83.0,3
11358,9,69,1,2023-01-24,2023-08-01,Resolved,189.0,6
11359,4,35,1,2021-11-27,2022-05-24,Resolved,178.0,1
11360,5,30,2,2023-08-06,2023-12-17,Resolved,133.0,1
11361,3,15,5,2022-02-27,2022-07-08,Resolved,131.0,5
11362,8,9,4,2022-04-26,2022-10-27,Archived,184.0,3
11363,16,55,5,2025-10-14,2026-03-22,Resolved,159.0,7
11364,50,73,1,2022-08-17,2022-12-04,Archived,109.0,5
11365,7,19,5,2024-06-25,,Pending,,4
11366,29,100,2,2025-09-18,2026-01-01,Resolved,105.0,4
11367,2,57,2,2022-11-18,2022-12-13,Resolved,25.0,1
